,log_no,date,time
0,118596,2009-07-06 01:42:33,chassisd[]: %DAEMON--HSL: Primitive bringup Started Training on TX CBF-chan-tx-
1,118603,2009-07-06 01:42:33,chassisd[]: %DAEMON--HSL: Primitive bringup Started Training on TX CBF-chan-tx-
2,118610,2009-07-06 01:42:33,chassisd[]: %DAEMON--HSL: Primitive bringup Started Training on TX CBF-chan-tx-
3,118617,2009-07-06 01:42:33,chassisd[]: %DAEMON--HSL: Primitive bringup Started Training on TX CBF-chan-tx-
4,118624,2009-07-06 01:42:34,chassisd[]: %DAEMON--HSL: Primitive bringup Started Training on TX CBF-chan-tx-
5,118631,2009-07-06 01:42:34,chassisd[]: %DAEMON--HSL: Primitive bringup Started Training on TX CBF-chan-tx-
6,118638,2009-07-06 01:42:34,chassisd[]: %DAEMON--HSL: Primitive bringup Started Training on TX CBF-chan-tx-
7,118645,2009-07-06 01:42:34,chassisd[]: %DAEMON--HSL: Primitive bringup Started Training on TX CBF-chan-tx-
8,118652,2009-07-06 01:42:34,chassisd[]: %DAEMON--HSL: Primitive bringup Started Training on TX CBF-chan-tx-
9,118659,2009-07-06 01:42:34,chassisd[]: %DAEMON--HSL: Primitive bringup Started Training on TX CBF-chan-tx-
10,118666,2009-07-06 01:42:34,chassisd[]: %DAEMON--HSL: Primitive bringup Started Training on TX CBF-chan-tx-
11,118673,2009-07-06 01:42:34,chassisd[]: %DAEMON--HSL: Primitive bringup Started Training on TX CBF-chan-tx-
12,118676,2009-07-06 01:42:38,chassisd[]: %DAEMON--HSL: Primitive bringup issued start_command on TX CBF-chan-tx-
13,118677,2009-07-06 01:42:38,chassisd[]: %DAEMON--HSL: Primitive bringup enables TX CBF-chan-tx-
14,118678,2009-07-06 01:42:38,chassisd[]: %DAEMON--HSL: Primitive bringup issued start_command on TX CBF-chan-tx-
15,118679,2009-07-06 01:42:38,chassisd[]: %DAEMON--HSL: Primitive bringup enables TX CBF-chan-tx-
16,118680,2009-07-06 01:42:38,chassisd[]: %DAEMON--HSL: Primitive bringup issued start_command on TX CBF-chan-tx-
17,118681,2009-07-06 01:42:38,chassisd[]: %DAEMON--HSL: Primitive bringup enables TX CBF-chan-tx-
18,118682,2009-07-06 01:42:38,chassisd[]: %DAEMON--HSL: Primitive bringup issued start_command on TX CBF-chan-tx-
19,118683,2009-07-06 01:42:38,chassisd[]: %DAEMON--HSL: Primitive bringup enables TX CBF-chan-tx-
20,118684,2009-07-06 01:42:38,chassisd[]: %DAEMON--HSL: Primitive bringup issued start_command on TX CBF-chan-tx-
21,118685,2009-07-06 01:42:38,chassisd[]: %DAEMON--HSL: Primitive bringup enables TX CBF-chan-tx-
22,118686,2009-07-06 01:42:38,chassisd[]: %DAEMON--HSL: Primitive bringup issued start_command on TX CBF-chan-tx-
23,118687,2009-07-06 01:42:38,chassisd[]: %DAEMON--HSL: Primitive bringup enables TX CBF-chan-tx-
24,118688,2009-07-06 01:42:38,chassisd[]: %DAEMON--HSL: Primitive bringup issued start_command on TX CBF-chan-tx-
25,118689,2009-07-06 01:42:38,chassisd[]: %DAEMON--HSL: Primitive bringup enables TX CBF-chan-tx-
26,118690,2009-07-06 01:42:38,chassisd[]: %DAEMON--HSL: Primitive bringup issued start_command on TX CBF-chan-tx-
27,118691,2009-07-06 01:42:38,chassisd[]: %DAEMON--HSL: Primitive bringup enables TX CBF-chan-tx-
28,118692,2009-07-06 01:42:38,chassisd[]: %DAEMON--HSL: Primitive bringup issued start_command on TX CBF-chan-tx-
29,118693,2009-07-06 01:42:38,chassisd[]: %DAEMON--HSL: Primitive bringup enables TX CBF-chan-tx-
30,118694,2009-07-06 01:42:38,chassisd[]: %DAEMON--HSL: Primitive bringup issued start_command on TX CBF-chan-tx-
31,118829,2009-07-06 01:44:34,chassisd[]: %DAEMON--HSL: Primitive bringup Started Training on TX CBF-chan-tx-
32,118836,2009-07-06 01:44:34,chassisd[]: %DAEMON--HSL: Primitive bringup Started Training on TX CBF-chan-tx-
33,118843,2009-07-06 01:44:34,chassisd[]: %DAEMON--HSL: Primitive bringup Started Training on TX CBF-chan-tx-
34,118850,2009-07-06 01:44:34,chassisd[]: %DAEMON--HSL: Primitive bringup Started Training on TX CBF-chan-tx-
35,118862,2009-07-06 01:44:34,chassisd[]: %DAEMON--HSL: Primitive bringup Started Training on TX CBF-chan-tx-
36,118869,2009-07-06 01:44:35,chassisd[]: %DAEMON--HSL: Primitive bringup Started Training on TX CBF-chan-tx-
37,118876,2009-07-06 01:44:35,chassisd[]: %DAEMON--HSL: Primitive bringup Started Training on TX CBF-chan-tx-
38,118883,2009-07-06 01:44:35,chassisd[]: %DAEMON--HSL: Primitive bringup Started Training on TX CBF-chan-tx-
39,118890,2009-07-06 01:44:35,chassisd[]: %DAEMON--HSL: Primitive bringup Started Training on TX CBF-chan-tx-
40,118897,2009-07-06 01:44:35,chassisd[]: %DAEMON--HSL: Primitive bringup Started Training on TX CBF-chan-tx-
41,118904,2009-07-06 01:44:35,chassisd[]: %DAEMON--HSL: Primitive bringup Started Training on TX CBF-chan-tx-
42,118909,2009-07-06 01:44:39,chassisd[]: %DAEMON--HSL: Primitive bringup issued start_command on TX CBF-chan-tx-
43,118910,2009-07-06 01:44:39,chassisd[]: %DAEMON--HSL: Primitive bringup enables TX CBF-chan-tx-
44,118911,2009-07-06 01:44:39,chassisd[]: %DAEMON--HSL: Primitive bringup issued start_command on TX CBF-chan-tx-
45,118912,2009-07-06 01:44:39,chassisd[]: %DAEMON--HSL: Primitive bringup enables TX CBF-chan-tx-
46,118913,2009-07-06 01:44:39,chassisd[]: %DAEMON--HSL: Primitive bringup issued start_command on TX CBF-chan-tx-
47,118914,2009-07-06 01:44:39,chassisd[]: %DAEMON--HSL: Primitive bringup enables TX CBF-chan-tx-
48,118915,2009-07-06 01:44:39,chassisd[]: %DAEMON--HSL: Primitive bringup issued start_command on TX CBF-chan-tx-
49,118916,2009-07-06 01:44:39,chassisd[]: %DAEMON--HSL: Primitive bringup enables TX CBF-chan-tx-
50,118917,2009-07-06 01:44:39,chassisd[]: %DAEMON--HSL: Primitive bringup issued start_command on TX CBF-chan-tx-
51,118918,2009-07-06 01:44:39,chassisd[]: %DAEMON--HSL: Primitive bringup enables TX CBF-chan-tx-
52,118919,2009-07-06 01:44:39,chassisd[]: %DAEMON--HSL: Primitive bringup issued start_command on TX CBF-chan-tx-
53,118920,2009-07-06 01:44:39,chassisd[]: %DAEMON--HSL: Primitive bringup enables TX CBF-chan-tx-
54,118921,2009-07-06 01:44:39,chassisd[]: %DAEMON--HSL: Primitive bringup issued start_command on TX CBF-chan-tx-
55,118922,2009-07-06 01:44:39,chassisd[]: %DAEMON--HSL: Primitive bringup enables TX CBF-chan-tx-
56,118923,2009-07-06 01:44:39,chassisd[]: %DAEMON--HSL: Primitive bringup issued start_command on TX CBF-chan-tx-
57,118924,2009-07-06 01:44:39,chassisd[]: %DAEMON--HSL: Primitive bringup enables TX CBF-chan-tx-
58,118925,2009-07-06 01:44:39,chassisd[]: %DAEMON--HSL: Primitive bringup issued start_command on TX CBF-chan-tx-
59,118926,2009-07-06 01:44:39,chassisd[]: %DAEMON--HSL: Primitive bringup enables TX CBF-chan-tx-
60,118927,2009-07-06 01:44:39,chassisd[]: %DAEMON--HSL: Primitive bringup issued start_command on TX CBF-chan-tx-
61,123713,"""2009-07-08 07:48:14","chassisd[]: %DAEMON--CHASSISD_SNMP_TRAP: SNMP trap generated: redundancy switchover (jnxRedundancyContentsIndex , jnxRedundancyLIndex , jnxRedundancyLIndex , jnxRedundancyLIndex , jnxRedundancyDescr Routing Engine , jnxRedundancyConfig , jnxRedundancyState , jnxRedundancySwitchoverCount , jnxRedundancySwitchoverTime , jnxRedundancySwitchoverReason )"""
